date,text,user,compound,contains_player
2020-02-26 19:58:32+00:00,NBA's Malik Monk Suspended for Violating League's Anti-Drug Program,TMZ,-0.765,True
2020-10-01 04:17:42+00:00,LA Lakers crush Miami Heat in NBA finals opener behind Anthony Davis's 34,guardian,-0.1531,True
2020-10-27 15:19:02+00:00,"NBA's Tyler Herro Visits 'Turks & Cake' W/ Katya Elise Henry, What Finals Loss? http://dlvr.it/RkRdjM",TMZ,-0.3182,True
2023-04-20 23:00:07+00:00,"Joel Embiid, the 7-foot, 280-pound center of the Philadelphia 76ers, is great at all the things you’d expect from an NBA big man — rebounds and blocked shots among them. But there’s one thing you may not expect: ball-handling like a guard. https://nyti.ms/40rqcpp",nytimes,-0.1692,True
2023-10-25 19:20:06+00:00,"From @TheAthletic: Victor Wembanyama, the NBA's most anticipated No. 1 pick since LeBron James, makes his debut tonight.",nytimes,-0.3566,True
2023-10-26 19:15:03+00:00,"From @TheAthletic: The hype that came with Victor Wembanyama’s entry into the NBA Draft seems to have been undersold. Despite the Spurs’ loss on Wednesday, the No. 1 pick was must-see TV.",nytimes,-0.0613,True
